iter	Logloss
185	0.4019246475
186	0.40191982
187	0.4019133539
188	0.4019064449
189	0.4019008202
190	0.4018959042
191	0.4018909882
192	0.4018837691
193	0.4018761515
194	0.4018707483
195	0.4018197722
196	0.4017619313
197	0.4017556866
198	0.4017501506
199	0.4017431973
200	0.4017373512
201	0.4017337638
202	0.4017276077
203	0.4017206101
204	0.4017136125
205	0.4017062606
206	0.401691734
207	0.401685755
208	0.4016797761
209	0.4016729999
210	0.4016693683
211	0.4016638322
212	0.4016577204
213	0.4016511657
214	0.401645851
215	0.4016394735
216	0.4016344246
217	0.4016276042
218	0.4016206066
219	0.401615602
220	0.401609623
221	0.401602094
222	0.401597488
223	0.4015939449
224	0.4015888074
225	0.4015573625
226	0.4015524465
227	0.401546999
228	0.4015433673
229	0.4015368569
230	0.4015297708
231	0.401526582
232	0.401521666
233	0.4015179457
234	0.4015105052
235	0.401502489
236	0.4014984588
237	0.4014927898
238	0.4014861465
239	0.4014807433
240	0.4014752516
241	0.4014710884
242	0.4014667482
243	0.4014631165
244	0.4014566504
245	0.4014535502
246	0.4014483684
247	0.4014426552
248	0.4014391121
249	0.401435879
250	0.4014291472
251	0.4014228139
252	0.4014190937
253	0.4014163478
254	0.4014099259
255	0.4014062057
256	0.4014011125
257	0.4013951779
258	0.401388756
259	0.4013829542
260	0.4013435374
261	0.401337027
262	0.4013309595
263	0.4013268849
264	0.4013216146
265	0.40131723
266	0.4013119154
267	0.4013062465
268	0.4013012419
269	0.4012949086
270	0.401291897
271	0.4012837479
272	0.401278389
273	0.4012720557
274	0.4012647924
275	0.4012585034
276	0.4012532774
277	0.401247077
278	0.401246014
279	0.4012411423
280	0.4012365363
281	0.4012310445
282	0.4012261728
283	0.4012205924
284	0.4012134177
285	0.4012101846
286	0.4012036742
287	0.4011980938
288	0.4011912734
289	0.4011867117
290	0.4011801127
291	0.401174798
292	0.4011680219
293	0.4011651874
294	0.4011588542
295	0.4011169572
296	0.4011105796
297	0.4011049107
298	0.4010979131
299	0.4010940157
300	0.4010875939
301	0.4010790462
302	0.4010736873
303	0.401066424
304	0.401060445
305	0.4010539789
306	0.40104893
307	0.4010448112
308	0.4010369721
309	0.4010309931
310	0.4010229769
311	0.4010166436
312	0.4010105318
313	0.4010049957
314	0.4010013641
315	0.4009951637
316	0.4009894062
317	0.4009844459
318	0.4009791312
319	0.4009713365
320	0.4009386958
321	0.4009349756
322	0.4009290852
323	0.4009231948
324	0.4009178359
325	0.4009137613
326	0.4009076495
327	0.4009024235
328	0.400896666
329	0.4008910413
330	0.4008677012
331	0.4008620323
332	0.4008558319
333	0.4008500744
334	0.4008425454
335	0.4008355478
336	0.4008307646
337	0.400823767
338	0.4008166808
339	0.4008120748
340	0.4008055201
341	0.400799674
342	0.4007932965
343	0.4007886905
344	0.4007825344
345	0.4007765554
346	0.4007694692
347	0.4007621173
348	0.4007567584
349	0.4007501594
350	0.400745022
351	0.4007382901
352	0.4007312482
353	0.4007288124
354	0.4007235863
355	0.4007170316
356	0.4007124256
357	0.4007087939
358	0.4007022392
359	0.4006978104
360	0.40069223
361	0.4006866054
362	0.400681025
363	0.4006764633
364	0.4006711487
365	0.4006663212
366	0.4006607851
367	0.4006544962
368	0.4006459485
369	0.4006399695
370	0.4006362493
371	0.4006316433
372	0.4006273916
373	0.4006218555
374	0.4006171166
375	0.4006109162
376	0.4006056016
377	0.4005992684
378	0.4005926694
379	0.4005865575
380	0.4005820844
381	0.4005756183
382	0.4005703479
383	0.4005644133
384	0.4005576814
385	0.4005506395
386	0.4005469193
387	0.4005419147
388	0.4005365115
389	0.400529071
390	0.4005234906
391	0.4005189289
392	0.4005163159
393	0.4005102927
394	0.4005055981
395	0.4004998406
396	0.4004948802
397	0.400487174
398	0.4004808408
399	0.4004747732
400	0.4004668456
401	0.4004618853
402	0.4004570578
403	0.4004530719
404	0.4004497945
405	0.4004445685
406	0.4004385452
407	0.4004319905
408	0.4004293332
409	0.4004232657
410	0.4004186154
411	0.4004118392
412	0.4004073661
413	0.4004019629
414	0.4003947881
415	0.4003884991
416	0.4003841589
417	0.4003787557
418	0.4003736625
419	0.4003666206
420	0.4003631218
421	0.4003569214
422	0.4003513853
423	0.4003445206
424	0.4003394274
425	0.4003331828
426	0.4003260523
427	0.400321402
428	0.4003144487
429	0.4003087798
430	0.4003023136
431	0.4002947846
432	0.4002893814
433	0.4002849082
434	0.4002806122
435	0.4002764491
436	0.4002721974
437	0.4002665285
438	0.4002603281
439	0.400253862
440	0.4002469972
441	0.400243587
442	0.4002381838
443	0.4002323377
444	0.4002263588
445	0.4002210884
446	0.4002146666
447	0.4002092191
448	0.4002041702
449	0.4001976155
450	0.4001930095
451	0.4001866319
452	0.4001806087
453	0.4001758255
454	0.4001715738
455	0.4001657277
456	0.4001622732
457	0.4001557628
458	0.400149961
459	0.4001457979
460	0.400138446
461	0.4001321127
462	0.4001266652
463	0.4001203763
464	0.4001142645
465	0.4001106771
466	0.4001062482
467	0.4001027051
468	0.4000955747
469	0.4000898172
470	0.400085034
471	0.4000796751
472	0.4000734304
473	0.4000659899
474	0.4000616497
475	0.4000573094
476	0.4000482302
477	0.4000430485
478	0.4000369366
479	0.4000318878
480	0.4000255102
481	0.4000191769
482	0.4000132866
483	0.4000086806
484	0.4000028788
485	0.3999959255
486	0.3999894593
487	0.3999852962
488	0.3999794944
489	0.3999753756
490	0.3999684666
491	0.3999651449
492	0.3999617347
493	0.3999556229
494	0.3999488024
495	0.399944905
496	0.3999418934
497	0.3999366674
498	0.3999312642
499	0.3999232922
500	0.3999182433
501	0.3999139916
502	0.3999075255
503	0.3999033624
504	0.3998997307
505	0.3998910945
506	0.3998854698
507	0.3998790923
508	0.3998741319
509	0.3998680201
510	0.3998611997
511	0.399855265
512	0.3998490646
513	0.3998425099
514	0.3998369296
515	0.3998301091
516	0.3998251488
517	0.3998175312
518	0.3998123937
519	0.399807522
520	0.3998019416
521	0.3997945897
522	0.3997894522
523	0.3997830747
524	0.3997774943
525	0.399769921
526	0.3997619048
527	0.3997552615
528	0.3997503012
529	0.3997440122
530	0.3997383875
531	0.3997332058
532	0.399727404
533	0.3997223108
534	0.3997162876
535	0.3997087585
536	0.3997020266
537	0.3996952062
538	0.3996889172
539	0.3996826283
540	0.3996766493
541	0.3996732391
542	0.3996681902
543	0.3996617241
544	0.3996562323
545	0.3996506519
546	0.399645603
547	0.3996404656
548	0.3996126081
549	0.3996073377
550	0.3996012259
551	0.3995937854
552	0.3995894452
553	0.3995827133
554	0.3995750957
555	0.3995688953
556	0.3995648207
557	0.3995603033
558	0.39955428
559	0.3995476368
560	0.3995417464
561	0.3995344388
562	0.3995292127
563	0.3995242524
564	0.3995200007
565	0.3995155719
566	0.3995099029
567	0.3995044111
568	0.399497945
569	0.3994924089
570	0.3994862528
571	0.3994796096
572	0.399473542
573	0.399466943
574	0.3994601669
575	0.3994517963
576	0.3994428501
577	0.399438244
578	0.3994309807
579	0.399424736
580	0.399418137
581	0.3994105194
582	0.3994034332
583	0.3993978529
584	0.3993912096
585	0.399383592
586	0.3993775687
587	0.3993712798
588	0.3993679138
589	0.3993619792
590	0.3993573732
591	0.3993530329
592	0.3993474525
593	0.3993411193
594	0.399335096
595	0.3993296485
596	0.3993245111
597	0.3993170706
598	0.399310383
599	0.3993038726
600	0.399299488
601	0.3992932433
602	0.3992852714
603	0.3992800454
604	0.3992741993
605	0.3992656073
606	0.3992580782
607	0.3992534279
608	0.3992468732
609	0.3992419572
610	0.3992361111
611	0.3992303093
612	0.399223976
613	0.3992184843
614	0.3992131696
615	0.3992067921
616	0.3992002817
617	0.3991942141
618	0.3991886338
619	0.3991799532
620	0.3991743729
621	0.3991688811
622	0.3991615735
623	0.3991546645
624	0.3991490398
625	0.3991424851
626	0.3991376134
627	0.3991332288
628	0.3991256555
629	0.3991208723
630	0.3991153805
631	0.3991082501
632	0.3991014296
633	0.3990962479
634	0.3990914204
635	0.3990851757
636	0.3990788868
637	0.3990712691
638	0.3990643601
639	0.3990586912
640	0.3990518707
641	0.3990453603
642	0.3990402671
643	0.3990334024
644	0.3990283978
645	0.3990207359
646	0.3990160856
647	0.3990112139
648	0.3990070507
649	0.3990004517
650	0.3989945614
651	0.398988981
652	0.3989829578
653	0.3989776874
654	0.398968874
655	0.3989634708
656	0.3989574919
657	0.3989503614
658	0.3989446039
659	0.3989392893
660	0.3989329117
661	0.3989260027
662	0.3989209981
663	0.3989147091
664	0.3989096159
665	0.398901644
666	0.398891369
667	0.3988839286
668	0.3988767981
669	0.398870022
670	0.3988646188
671	0.3988582412
672	0.3988525723
673	0.3988476563
674	0.3988423859
675	0.3988359198
676	0.3988291879
677	0.3988234304
678	0.39881723
679	0.3988111182
680	0.3988035006
681	0.3987973002
682	0.398792517
683	0.3987856966
684	0.3987812677
685	0.3987755545
686	0.3987697527
687	0.3987650581
688	0.3987581491
689	0.3987504429
690	0.3987441096
691	0.3987382192
692	0.3987313988
693	0.3987254641
694	0.3987208138
695	0.3987157207
696	0.3987111147
697	0.3987037628
698	0.3986961451
699	0.3986885275
700	0.3986830357
701	0.3986769239
702	0.398670192
703	0.3986638145
704	0.3986575255
705	0.3986521666
706	0.3986461876
707	0.3986390129
708	0.3986325468
709	0.3986267893
710	0.3986208546
711	0.3986146542
712	0.3986105796
713	0.3986030506
714	0.3985971159
715	0.3985915356
716	0.3985856009
717	0.3985807735
718	0.3985738202
719	0.3985686384
720	0.3985618622
721	0.3985550418
722	0.3985476013
723	0.3985407809
724	0.3985354663
725	0.3985293102
726	0.3985231983
727	0.3985158907
728	0.3985096903
729	0.3985025156
730	0.3984980867
731	0.3984920635
732	0.398486306
733	0.3984775811
734	0.3984709821
735	0.3984648703
736	0.3984592457
737	0.3984529124
738	0.3984456048
739	0.3984398916
740	0.3984334697
741	0.3984269593
742	0.3984204932
743	0.3984150014
744	0.3984077381
745	0.3984037964
746	0.3983981718
747	0.3983945401
748	0.3983894912
749	0.3983839109
750	0.3983775333
751	0.3983701814
752	0.3983637153
753	0.3983582235
754	0.3983513145
755	0.3983449369
756	0.3983382937
757	0.3983316061
758	0.3983246971
759	0.3983218183
760	0.3983165037
761	0.3983107019
762	0.3983020656
763	0.3982963081
764	0.3982912592
765	0.3982851917
766	0.3982773083
767	0.3982707979
768	0.398265749
769	0.3982584857
770	0.3982513109
771	0.3982453763
772	0.3982378915
773	0.3982325326
774	0.3982283252
775	0.398225845
776	0.3982206633
777	0.3982142857
778	0.3982072438
779	0.3982007334
780	0.3981934701
781	0.3981875354
782	0.3981827523
783	0.3981780577
784	0.3981704401
785	0.3981664541
786	0.3981609623
787	0.398156622
788	0.3981500673
789	0.398143424
790	0.3981378437
791	0.3981302703
792	0.3981234942
793	0.398118711
794	0.3981135736
795	0.3981085247
796	0.3981009956
797	0.3980943523
798	0.3980898349
799	0.3980831916
800	0.3980765483
801	0.3980694179
802	0.3980635275
803	0.3980596301
804	0.3980510381
805	0.3980439077
806	0.3980376187
807	0.3980312411
808	0.398024465
809	0.3980206119
810	0.3980160502
811	0.3980093183
812	0.3980042251
813	0.3979993977
814	0.3979925772
815	0.3979861997
816	0.3979789364
817	0.3979730017
818	0.3979652955
819	0.3979599809
820	0.3979525404
821	0.3979470486
822	0.3979399624
823	0.3979338063
824	0.3979281817
825	0.3979229999
826	0.3979191468
827	0.3979132122
828	0.3979074104
829	0.3979029372
830	0.3978954967
831	0.3978909793
832	0.397883716
833	0.3978784014
834	0.3978739725
835	0.3978695437
836	0.3978640519
837	0.3978575857
838	0.3978520497
839	0.3978454507
840	0.3978410661
841	0.3978363715
842	0.3978311898
843	0.3978227749
844	0.3978166631
845	0.3978117471
846	0.3978052367
847	0.3977990806
848	0.3977918172
849	0.3977856611
850	0.3977816752
851	0.3977757405
852	0.3977692744
853	0.3977618339
854	0.3977558992
855	0.3977500531
856	0.3977450043
857	0.3977379181
858	0.3977343307
859	0.3977272888
860	0.397719184
861	0.3977125407
862	0.397705986
863	0.3977000957
864	0.3976946482
865	0.3976908836
866	0.3976845061
867	0.3976788814
868	0.3976729911
869	0.3976676764
870	0.3976621847
871	0.397658553
872	0.3976522197
873	0.3976466394
874	0.3976425648
875	0.3976337514
876	0.3976272853
877	0.3976205534
878	0.3976153274
879	0.3976104556
880	0.3976044324
881	0.3975974348
882	0.3975922088
883	0.3975861855
884	0.3975814466
885	0.3975740062
886	0.3975692673
887	0.3975629783
888	0.3975570437
889	0.3975503118
890	0.3975457501
891	0.3975406126
892	0.3975355194
893	0.3975271046
894	0.3975224986
895	0.3975165639
896	0.3975103635
897	0.3975033659
898	0.3974973427
899	0.3974919395
900	0.3974876878
901	0.3974814874
902	0.3974751098
903	0.3974697952
904	0.3974636834
905	0.3974566858
906	0.3974508397
907	0.3974448165
908	0.3974416277
909	0.3974340544
910	0.3974284297
911	0.3974221407
912	0.3974157632
913	0.3974100942
914	0.3974054439
915	0.3973995536
916	0.3973926888
917	0.3973844069
918	0.3973821925
919	0.3973737776
920	0.3973666915
921	0.3973592953
922	0.3973530949
923	0.3973461416
924	0.3973394097
925	0.3973336079
926	0.3973274075
927	0.3973212071
928	0.3973154053
929	0.3973096035
930	0.3973021188
931	0.3972973356
932	0.3972894522
933	0.3972850234
934	0.3972801516
935	0.3972747927
936	0.3972669094
937	0.3972602218
938	0.3972557929
939	0.3972495925
940	0.3972422406
941	0.3972379447
942	0.39723232
943	0.3972252338
944	0.3972192106
945	0.3972131874
946	0.3972065884
947	0.3972019381
948	0.3971952062
949	0.3971876772
950	0.3971826283
951	0.3971783766
952	0.3971720876
953	0.3971685002
954	0.3971611926
955	0.3971563209
956	0.3971500319
957	0.3971442301
958	0.3971378968
959	0.3971320507
960	0.3971263818
961	0.3971200928
962	0.3971157526
963	0.3971102608
964	0.3971040161
965	0.3970991886
966	0.3970926339
967	0.3970867436
968	0.397080676
969	0.3970751842
970	0.397068541
971	0.3970623406
972	0.3970551215
973	0.3970502055
974	0.3970467067
975	0.3970412592
976	0.3970363875
977	0.3970310728
978	0.3970248282
979	0.3970187606
980	0.3970133574
981	0.3970072456
982	0.3969997166
983	0.3969943134
984	0.3969865629
985	0.3969804067
986	0.3969754907
987	0.3969694232
988	0.3969631785
989	0.3969580853
990	0.3969532136
991	0.3969472789
992	0.3969415214
993	0.3969364725
994	0.3969302721
995	0.3969236288
996	0.3969174284
997	0.3969111395
998	0.3969052934
999	0.3968991815
